id,Country,indexreg,pop_2021,sdg1_wpc,sdg1_320pov,sdg1_oecdpov,sdg2_undernsh,sdg2_stunting,sdg2_wasting,sdg2_obesity,sdg2_trophic,sdg2_crlyld,sdg2_snmi,sdg2_yieldgap,sdg2_pestexp,sdg3_matmort,sdg3_neonat,sdg3_u5mort,sdg3_tb,sdg3_hiv,sdg3_ncds,sdg3_pollmort,sdg3_traffic,sdg3_lifee,sdg3_fertility,sdg3_births,sdg3_vac,sdg3_uhc,sdg3_swb,sdg3_region,sdg3_incomeg,sdg3_smoke,sdg4_earlyedu,sdg4_primary,sdg4_second,sdg4_literacy,sdg4_tertiary,sdg4_pisa,sdg4_socioec,sdg4_science,sdg5_familypl,sdg5_edat,sdg5_lfpr,sdg5_parl,sdg5_paygap,sdg6_water,sdg6_sanita,sdg6_freshwat,sdg6_wastewat,sdg6_scarcew,sdg6_safewat,sdg6_safesan,sdg7_elecac,sdg7_cleanfuel,sdg7_co2twh,sdg7_ren,sdg8_adjgrowth,sdg8_slavery,sdg8_accounts,sdg8_unemp,sdg8_rights,sdg8_impacc,sdg8_empop,sdg8_yneet,sdg9_intuse,sdg9_mobuse,sdg9_lpi,sdg9_uni,sdg9_articles,sdg9_rdex,sdg9_rdres,sdg9_patents,sdg9_netacc,sdg9_womensci,sdg10_gini,sdg10_palma,sdg10_elder,sdg11_slums,sdg11_pm25,sdg11_pipedwat,sdg11_transport,sdg11_rentover,sdg12_msw,sdg12_ewaste,sdg12_so2prod,sdg12_so2import,sdg12_nprod,sdg12_nimport,sdg12_explastic,sdg12_mswrecycl,sdg13_co2gcp,sdg13_co2import,sdg13_co2export,sdg13_ecr,sdg14_cpma,sdg14_cleanwat,sdg14_fishstocks,sdg14_trawl,sdg14_discard,sdg14_biomar,sdg15_cpta,sdg15_cpfa,sdg15_redlist,sdg15_forchg,sdg15_biofrwter,sdg16_homicides,sdg16_detain,sdg16_safe,sdg16_prs,sdg16_u5reg,sdg16_cpi,sdg16_clabor,sdg16_weaponsexp,sdg16_rsf,sdg16_justice,sdg16_prison,sdg17_govex,sdg17_oda,sdg17_govrev,sdg17_cohaven,sdg17_secrecy,sdg17_sprofits,sdg17_statperf
SMR,San Marino,E. Europe & C. Asia,34010,,,,1.17,2.58,0.7,,,,,,,,0.8,1.8,0,,,,,,1.4,,89,,,,,,91.962,96.276,88.796,,,,,,,,,33.333,,100,100,,6.187,,,,100,100,,,-0.675,,,,,11.029,,,60.182,131.424,,0,1.473,,,,,,,,,,13.322,,,,1.404,,,,0,150.481,,,,,,,,,,0,0,6.475,,,0.985,,59.116,0,,,,100,,,0,,,,8.634,,,61.512,,,
STP,Sao Tome and Principe,Sub-Saharan Africa,223364,33.78,63.41,,11.9,11.7,4.1,12.4,2.122,2.035,1.087,,,130,7.8,16.1,118,1,20.97,162,27.9,70.42,86,92.5,95,60,,,,,52.381,93.967,73.539,97.783,,,,,57.7,81.69,52.8,23.636,,78.226,47.621,1.88,0.155,,,,75.182,3.2,1.201,,-3.342,,,15.666,,0.226,,,33,34.344,2.33,0,0.041,,,,,,56.3,4.278,,86.6,29.028,100,,,0.358,1.46,,,1.648,4.049,0.001,,0.514,,0,,82.488,57.94,32.44,1.981,0.011,0.024,79.547,72.881,0.785,,0.084,3.25,32.806,,,98.6,45,18.16,0,,,,8.537,,,0,,,39.871
SAU,Saudi Arabia,MENA,35340680,,,,3.9,9.3,11.8,35.4,2.29,5.608,0.603,,1.182,17,3.5,7,8.1,0.05,20.9,84,35.94,74.31,8.7,99.4,95,73,6.4,,,,53.014,94.824,104.118,99.498,,,,,45.5,93.333,39.826,19.868,,100,100,992.83,11.75,3509.304,,,100,100,1.498,0.021,-2.642,,71.698,6.657,,1.152,,,97.86,116.878,3.107,50.567,1.043,0.815,,,,,,,,,88.34,,80,,1.393,17.566,89.571,4.813,5.201,10.242,1.333,,17.967,1.866,0,,25.31,62.62,15.772,13.762,6.586,0.523,21.98,17.676,0.902,,1.81,0.83,20.039,,5.836,99.2,53,,0.014,62.73,,,9.073,0.297,,0,,,63.385
SEN,Senegal,Sub-Saharan Africa,17196308,30.71,57.21,,7.5,17.9,8.1,8.8,2.138,1.302,0.889,,0.245,315,20.6,38.1,117,0.08,19.53,161,23.51,68.58,68,74.5,88,49,4.9,,,,15.932,75.355,37.096,69.478,,,,,53.2,41.304,58.825,43.03,,84.905,56.776,11.81,0.5,418.278,,,70.4,24.5,1.689,36.871,-3.276,2.868,42.344,3.597,0.657,0.054,,,42.6,54.246,2.224,0,0.056,0.577,,,,,40.3,1.89,,28.4,41.574,85.362,50,,0.448,1.183,3.694,0.494,9.555,0.414,0.185,,0.624,0.144,0,,25.264,46.61,14.39,8.036,6.318,0.016,37.83,23.695,0.936,0.497,0.075,0.27,42.098,,4.367,78.7,43,22.84,0,25.22,0.56,,6.322,,19.772,0,,,63.574
SRB,Serbia,E. Europe & C. Asia,8697547,0.04,0.19,,3.9,5.4,2.6,21.5,2.348,6.133,0.482,,1.892,12,3.6,5.6,13,0.02,21.95,62,7.47,75.87,12,98.4,78,71,6.2,,,,92.704,97.107,95.24,99.999,,,,,38.4,93.103,75.089,38.8,,95.296,97.899,6.26,1.746,1693.467,,,99.8,66.1,1.699,13.332,0.952,3.335,71.441,10.606,0.639,0.615,,,78.368,90.258,2.6,29.483,0.911,0.92,,,,,36.2,1.48,,3.6,23.844,97.721,54,,0.733,9.357,4.013,1.895,14.32,6.629,0.812,,4.937,0.6,10.603,,,,,,,0.798,26.768,23.202,0.952,0.002,3.84,1.02,17.18,,4.106,99.9,38,9.5,0.268,32.03,0.596,,8.68,,41.084,0,,,75.793
SYC,Seychelles,Sub-Saharan Africa,98910,,,,1.17,7.9,4.3,14,2.407,,1.234,,,53,8.4,13.9,11,,21.11,49,11.26,73.34,68.3,99,97,70,,,,,96.958,98.566,101.496,99.07,,,,,,98.02,,24.242,,96.852,100,,1.674,,,,100,100,0.832,,-4.998,,,,,1.63,,,79,91.976,,0,1.129,0.222,,,,,32.1,2.625,,,19.818,,,,1.42,12.557,,,0.9,13.662,,,4.994,,0,,71.864,78.82,23.9,0,4.789,,52.766,98.91,0.667,,0.453,10.23,13.351,,4.717,,70,,0,25.66,,,7.69,,,68.108,,,48.634
SLE,Sierra Leone,Sub-Saharan Africa,8141343,36.06,70.02,,26.2,29.5,5.4,8.7,2.156,1.149,0.802,,0,1120,31.4,107.8,298,0.7,23.55,324,33.04,60.77,102,86.9,87,39,3.7,,,,41.672,98.384,77.647,66.649,,,,,53,64.444,100.628,12.329,,63.766,16.51,0.5,0,285.516,,,22.7,0.7,5.681,,-5.434,5.032,19.809,5.006,0.502,0.027,,,18,14.745,1.818,0,0.026,0,,,,,35.7,1.5,,59.6,22.875,33.049,22,,0.308,0.549,0.763,0.14,5.343,0.362,0.002,,0.11,0.054,0,,33.333,43.37,2.22,13.297,0.181,0.001,49.169,51.514,0.93,2.184,0.023,1.73,30.095,,3.329,90.4,34,25.2,0,29.61,0.474,,10.487,,,0,,,52.778
SGP,Singapore,East & South Asia,5896684,0.84,0.99,,1.17,4.4,3.6,6.1,,,1.125,,14.575,8,0.8,2.2,46,0,9.47,26,2.09,83.22,2.1,99.5,95,86,6.6,,,,94.2,99.899,100.16,99.928,,,,,77.4,92.562,77.383,29.474,,100,100,82.02,100,5508.483,,,100,100,0.723,1.19,-0.108,3.428,97.931,3.935,0.726,6.614,,,92.004,155.647,4.064,79.1,3.945,1.925,,,,,,,,,19.042,100,93,,0.883,19.931,34.709,20.434,0.106,32.545,5.733,,7.778,7.469,0,,3.253,38.77,,0,0,3.185,21.143,,0.845,0.927,12.608,0.17,10.464,,6.452,99.9,85,,0.82,55.2,0.627,,4.556,,,81.354,,,75.099
SVK,Slovak Republic,OECD,5460726,0.55,0.75,7.8,4,2.58,0.7,20.5,2.403,5.433,0.451,48.676,0.367,5,3,5.8,3.2,1,15.47,34,6.07,78.23,26.3,98,96,77,6.4,2.1,20.4,21,84.905,96.711,83.193,,39.043,469.333,18.514,29.302,78.9,98.437,77.898,22.667,11.014,99.788,97.533,2.39,43.68,2602.568,99.238,81.935,100,100,1.123,12.684,-1.519,2.936,84.182,6.199,0.732,0.617,69.475,14.22,89.921,89.149,3,24.75,1.595,0.838,6.943,2.082,10.482,35.221,25,0.71,6.6,0,16.865,97.159,56,3.351,1.153,12.761,14.055,6.175,13.394,9.802,3.629,0.708,5.629,2.509,90.027,36.021,,,,,,0.121,85.783,86.271,0.952,0.003,1.404,1.15,15.452,,4.301,100,52,0,0.243,23.02,0.595,193.421,9.46,0.133,,52.95,50.925,1.127,85.595
SVN,Slovenia,OECD,2078723,0.07,0.09,7.4,2.5,2.58,0.7,20.2,2.402,6.052,0.727,57.477,92.079,7,1.2,2.2,4.1,0,11.45,23,5.05,81.31,3.8,99.8,94,80,6.8,2.1,30.3,17.4,91.581,99.891,96.18,99.8,45.425,503.667,13.034,14.556,78.8,99.213,85.266,27.778,8.195,99.5,98.1,6.5,89.088,5415.957,98.274,71.548,100,100,0.814,16.218,0.249,2.173,97.533,3.689,0.753,0.858,70.05,9.071,86.601,84.071,3.262,26.35,3.275,1.95,10.038,4.629,25.707,33.322,24.6,0.83,13,0,15.372,,60,3.391,1.387,15.066,11.649,8.022,10.281,9.903,65.557,0.391,6.043,2.835,18.553,57.058,62.382,28.41,,41.846,4.056,0.076,73.547,83.975,0.928,0.001,2.171,0.53,23.782,,4.76,100,57,0,0,23.1,0.676,67.159,11.105,0.188,,49.572,37.55,0.461,88.931
SLB,Solomon Islands,Oceania,703995,25.23,55.59,,16.5,31.7,8.5,22.5,2.111,1.714,1.247,,,104,7.8,19.4,65,,39.2,137,16.52,65.25,78,86.2,81,50,,,,,65.639,93.352,70.456,,,,,,38,,95.313,6.383,,67.301,34.756,,0,,,,70.258,9,3.841,,-7.135,,,0.866,,,,,11.924,19.253,2.207,0,0.09,,,,,,37.1,1.587,,,11.158,70.495,,,0.863,0.803,,,,,,,0.435,,0,,3.22,72.9,54.06,0,0,,4.599,,0.754,0.259,,3.77,48.218,,,88,43,17.86,0,,,,13.703,,24.439,0,,,41.665
SOM,Somalia,Sub-Saharan Africa,16359500,55.53,82.29,,59.5,25.3,14.3,8.3,,0.828,1.112,,,829,36.8,114.6,259,0.02,30.41,213,27.4,56.47,118,9.4,42,27,4.7,,,,,,,,,,,,2.1,,44.45,24.364,,56.477,39.307,24.53,0,85.905,,,36.033,3,1.961,,-3.023,15.502,38.66,19.641,,0.002,,,2.004,2.681,1.813,0,0.006,0,,,,,36.8,,,73.6,32.873,76.171,62,,0.449,,0.298,0.003,19.65,0.055,,,0.035,0.002,0,,0,61.12,13.97,0,14.704,,0,0,0.896,0.06,0.001,,,,,3.5,13,,0,55.47,,,,,0,0,,,19.618
ZAF,South Africa,Sub-Saharan Africa,60041996,26.73,37.12,,6.5,21.4,3.4,28.3,2.256,4.934,0.546,,98.784,119,10.6,32.2,554,4.6,24.13,87,22.22,65.25,40.9,96.7,84,67,5.6,,,,71.977,89.213,80.372,98.41,,,,,79.7,97.087,76.74,46.75,,93.885,78.475,63.56,21.66,455.14,,,85,86.3,2.109,6.587,-5.313,2.805,69.218,33.506,0.674,0.253,,,70,102.22,3.187,51.1,0.478,0.832,,,,,63,6.89,,26.4,24.313,98.17,66,,0.972,7.086,38.739,1.258,9.494,2.317,0.152,,7.62,0.419,1642.798,,46.565,55.69,20.775,23.103,6.192,0.08,33.081,36.534,0.77,0.231,0.843,33.46,28.185,,4.25,88.6,44,3.6,0.136,21.59,0.523,,12.189,,29.356,47.125,,,73.475
SSD,South Sudan,Sub-Saharan Africa,11381377,84.53,95.53,,,31.3,22.7,,2.265,0.742,,,,1150,40.2,97.9,232,1.37,16.81,165,36.73,62.79,158.1,19.4,49,32,2.8,,,,20.546,37.641,18.003,47.901,,,,,4,75,94.633,28.46,,40.951,15.845,4.23,0,447.406,,,6.721,0,3.246,,,,8.57,13.304,,0.003,,,6.5,5.95,,0,0.004,0,,,,,44.1,2.656,,97.3,46.141,10.489,18,,0.709,,0.838,0.044,32.126,0.071,,,0.105,0.02,,,,,,,,0.001,33.598,58.59,0.929,0.01,0.002,14.87,,,,35.4,11,,0,45.78,,,2.529,,,0,,,30.489
ESP,Spain,OECD,46745211,0.69,1.03,14.7,2.5,2.58,0.7,23.8,2.415,4.068,0.829,45.718,20.011,4,1.7,3.2,7.3,0.08,9.61,10,3.91,83.22,6.2,,98,86,6.5,5.25,13.4,19.8,94.866,97.2,97.644,99.621,47.38,486.667,10.018,21.275,85.4,99.029,83.152,44,8.622,99.926,99.903,42.56,91.512,2384.546,99.587,95.665,100,100,0.893,14.847,-4.034,2.267,93.756,13.53,0.753,1.42,60.95,18.47,93.206,102.937,3.84,55.767,2.232,1.243,7.107,7.335,13.974,29.556,34.7,1.19,11.6,0,9.36,99.908,68,11.114,1.314,19.024,10.068,4.957,15.168,9.782,2.954,0.859,4.468,1.554,105.134,45.919,85.744,48.7,32.073,42.839,10.775,0.638,57.605,51.329,0.846,0.019,3.64,0.64,16.153,,5.219,100,61,0,1.928,20.44,0.732,125.205,10.627,0.25,,54.539,43.95,23.051,88.854
LKA,Sri Lanka,East & South Asia,21497306,0.26,7.39,,6.8,17.3,15.1,5.2,2.151,3.762,0.873,,9.403,36,4,6.9,64,0,13.21,80,19.69,76.87,21,99.5,96,67,4.1,,,,,99.46,97.964,98.968,,,,,74.3,100,45.072,5.381,,92.228,93.653,90.79,0,4413.552,,,100,31.2,1.54,43.113,-2.573,2.124,73.646,4.945,0.603,0.252,,,35,64.917,2.489,36,0.133,0.128,,,,,39.3,1.859,,,7.221,79.048,63,,0.343,6.276,6.09,1.115,5.077,0.817,0.035,,0.986,0.345,0,,49.971,58.3,11.71,0,4.175,0.099,43.694,43.896,0.566,0.083,0.079,3.48,53.447,,4.185,97.2,37,0.78,0,42.2,0.481,,4.062,,12.595,0,,,72.583
KNA,St. Kitts and Nevis,LAC,53546,,,,1.17,2.58,0.7,22.9,2.363,,1.205,,,,10,15,4.3,,,,,,46.1,100,99,,,,,,89.338,98.919,111.154,,,,,,,,,25,,98.612,94.954,50.83,0.61,,,,100,100,1.221,,-4.767,,,,0.753,,,,80.71,92.53,,0,2.275,,,,,,,,,,11.79,,,,1.76,12.373,,,,,,,3.986,,0,,51.719,56.71,,96.717,41.16,,56.82,,0.734,0.017,,22.71,30.455,,,,,,0,,0.666,,5.301,,,0,,,
LCA,St. Lucia,LAC,184401,4.8,10.4,,,2.5,3.7,19.7,2.365,,1.25,,5.471,117,12.9,24.4,2.2,,17.68,30,29.84,74.33,25.3,100,86,72,,,,,99.049,96.754,81.281,,,,,,72,107.317,85.763,16.667,,96.888,83.368,14.3,0.875,,,,99.548,96.6,1.074,,-9.207,,,15.847,0.688,,,,53.3,48.908,,0,0.076,,,,,,51.2,3.509,,11.9,21.036,98.5,,,1.187,9.708,,,,,0.229,,2.396,,0,,26.247,53.15,,0.168,0.565,,45.562,,0.805,0.029,,25.16,53.321,,,92,56,3.315,0,,0.675,,5.621,,19.425,0,,,50.884
VCT,St. Vincent and the Grenadines,LAC,111269,,,,5.6,,,23.7,2.269,27.838,0.885,,,68,8.8,14.1,6.7,,20.65,48,7.41,73.22,52.3,98.6,97,73,,,,,99.818,97.205,92.044,,,,,,80,102.299,71.148,18.182,,95.145,87.184,7.9,0.745,,,,100,94.2,1.89,,-3.046,,,21.032,0.627,,,,56,58.157,,0,0.279,0.12,,,,,,,,,21.083,,,,0.792,8.25,,,,,1.897,,1.883,,0,,26.328,59.17,,0.23,11.165,,45.636,,0.755,0.013,,17.18,57.143,,,,59,,0,,0.675,,8.846,,27.239,0,,,43.931
SDN,Sudan,Sub-Saharan Africa,44909351,16.34,49.43,,12.3,38.2,16.3,,2.382,0.743,,,,295,26.8,56.6,63,0.09,22.8,185,26.76,69.15,86.8,77.7,86,44,4.1,,,,39.926,67.132,50.808,73,,,,,30.1,78.571,41.833,30.516,,60.449,36.892,118.66,0,230.206,,,53.827,53.2,1.555,65.269,-9.175,12.04,15.268,19.538,0.301,0.001,,,28.4,37.935,2.182,0,0.027,0.298,,,,,34.2,1.397,,93.7,58.668,68.574,33,,0.199,2.084,2.41,0.011,22.512,0.019,0.267,,0.43,0.007,40.129,,47.971,45.34,38.22,0,1.552,,17.813,0,0.919,0.002,,,,,,67.3,20,18.11,0,52.93,0.359,,3.256,,8.774,0,,,39.161
SUR,Suriname,LAC,591798,8.61,19.3,,8.7,8.3,5.5,26.4,2.172,4.868,0.689,,,120,10.9,17.6,29,0.3,22.74,57,15.32,71.48,53.9,98.4,45,67,6.3,,,,88.925,87.697,47.427,98.646,,,,,57.5,103.297,66.164,29.412,,97.99,89.954,3.95,0.01,,,,97.887,94.1,1.243,,-6.589,2.259,,9.904,0.469,0.512,,,70.06,91.197,,0,0.102,,,,,,,,,5.5,23.592,88.726,73,,0.407,9.407,,,4.521,4.378,,,3.791,,,,74.245,78.96,7.74,0,5.772,0.013,51.19,49.404,0.987,0.057,0.254,5.16,3.446,,,98.3,39,4.3,0,16.95,0.471,,14.249,,,0,,,50.803
SWE,Sweden,OECD,10160159,0.61,0.72,9.3,2.5,2.58,0.7,20.6,2.525,3.535,0.492,67.971,75.764,4,1.4,2.6,3.6,1,8.38,7,3.14,82.4,4.2,,97,87,7.4,1.8,22.5,10.4,99.934,99.875,107.631,,49.133,502.333,12.66,19.007,86.7,102.419,88.981,46.991,7.418,99.827,99.286,3.43,100,2675.953,99.752,94.931,100,100,0.24,40.069,-0.17,1.585,99.742,7.656,0.764,1.157,74.875,7.556,94.539,128.784,4.24,64.7,4.284,3.313,15.138,84.897,15.092,35.478,30,1,11.4,0,5.954,89.206,70,9.506,1.261,20.128,15.739,7.728,12.672,11.757,8.977,0.672,3.826,3.263,67.52,29.026,60.232,63.48,39.16,22.819,6.741,0.082,59.108,59.412,0.992,0.004,1.564,1.23,28.055,,5.371,100,85,0,1.897,7.24,0.77,66.946,16.866,0.917,,55.973,45.65,13.689,88.524
CHE,Switzerland,OECD,8715494,0.15,0.19,10.5,2.5,2.58,0.7,19.5,2.469,6.204,0.689,64.185,0.256,5,2.8,4,4.7,1,7.89,10,2.25,83.45,2.3,100,96,87,7.3,1.4,18.8,19.1,99.642,99.915,95.619,,52.973,498,16.291,20.225,88.9,93.382,85.174,41.5,13.784,100,99.9,6.5,96.709,4868.134,94.248,99.652,100,100,0.468,22.454,-0.43,1.673,98.43,4.938,,2.401,79.925,6.967,94.2,100.429,4.022,76.033,5.501,3.368,9.202,142.62,26.69,22.315,33.1,1.18,21.4,0,9.34,100,87,7.619,1.939,23.411,17.911,11.685,6.66,21.887,2.61,0.911,3.732,4.362,0,69.313,,,,,,0.539,37.029,60.233,0.973,0.03,5.795,0.54,44.215,,6.381,100,84,0,2.387,10.55,,76.554,8.487,0.507,,83.313,74.05,-102.301,87.015
SYR,Syrian Arab Republic,MENA,18275704,,,,,27.9,11.5,27.8,2.245,1.205,0.706,,,31,10.7,22.4,19,0,22.11,75,14.94,72.67,21.9,96.2,49,56,3.5,,,,39.589,72.395,53.811,92.454,,,,,53.3,82.143,21.94,11.2,,93.926,89.693,124.36,48,412.073,,,89.325,97.4,2.169,0.778,,,23.253,10.042,,0.092,,,35.78,11.502,2.514,0,0.042,0.021,,,,,37.5,,,13.8,46.156,70.535,15,,0.581,5.182,7.691,0.103,7.183,0.532,,,1.745,0.035,,,0,37.26,,34.206,5.847,0.001,0,0,0.941,0.299,0.116,19.71,50.505,,,96,13,,0,70.63,,,6.745,,,0,,,26.454
TJK,Tajikistan,E. Europe & C. Asia,9749625,0.99,8.63,,,17.5,5.6,14.2,2.147,3.405,0.722,,,17,14,32.3,84,0.09,28.33,129,15.67,69.5,54.3,94.8,97,66,5.3,,,,12.499,99.453,96.182,99.9,,,,,52.1,90.265,60.029,23.81,,81.852,96.765,61.51,2.25,423.964,,,99.635,82,0.22,42.699,-0.418,4.538,47.024,7.696,,0.098,,,21.96,24.139,2.166,0,0.034,0.097,,,,,34,1.361,,23.6,44.569,89.949,77,,0.608,,1.211,0.351,7.53,0.547,0.254,,0.991,0.134,3.287,,,,,,,0.013,16.809,30.475,0.988,0,0.032,0.91,,,4.78,95.8,25,,0,55.52,,,7.654,,13.451,0,,,55.76
TZA,Tanzania,Sub-Saharan Africa,61498438,46.53,75.18,,25.1,31.8,3.5,8.4,2.104,1.568,0.787,,0.414,524,20.1,48.9,222,1.26,17.41,139,31.12,67.34,138.9,63.5,84,46,3.7,,,,56.325,83.921,33.168,85.755,,,,,55.1,90.625,91.429,36.719,,60.717,31.761,12.96,1.44,111.508,,,37.7,4.3,1.463,83.58,-3.466,6.24,46.752,2.631,0.543,0.031,,,22,9.792,2.812,16.45,0.037,0.515,,,,,40.5,1.902,,40.2,28.512,59.576,60,,0.54,0.964,0.754,0.226,11.642,0.16,0.236,,0.183,0.076,2.55,,52.084,50.64,23.51,0,1.885,0.002,62.969,36.211,0.692,0.344,0.025,6.48,49.994,,4.269,26.4,39,24.8,0,40.69,0.472,,4.669,,13.906,46.084,,,58.071
THA,Thailand,East & South Asia,69950844,0,0.01,,8.2,13.4,7.7,10,2.198,3.198,0.875,,151.112,37,4.9,8.7,150,0.1,13.73,61,32.21,77.7,23,99.1,96,83,5.6,,,,99.725,98.273,85.188,98.137,,,,,88.2,93.902,78.47,15.746,,100,98.713,23.01,1.989,810.137,,,99.9,79.5,1.479,20.659,-2.227,8.885,81.594,0.973,0.514,0.316,,,77.844,86.675,3.138,33.15,0.298,1.002,,,,,34.9,1.536,,24.5,24.192,90.57,63,,1.071,9.15,9.949,2.1,11.566,2.679,2.851,,3.693,0.778,70.833,,47.535,60.33,46.25,16.273,0.783,0.055,71.098,40.666,0.773,0.271,1.015,4.9,11.85,,4.27,99.8,35,,0.003,45.22,0.604,,5.684,,19.265,0,,,76.111
TLS,Timor-Leste,East & South Asia,1343875,26.61,67.58,,22.6,51.7,9.9,3.8,2.133,2.555,0.896,,,142,19.4,42.3,508,0.1,19.95,140,11.9,69.62,41.9,56.7,79,53,,,,,50.182,95.096,90.814,83.539,,,,,45.9,67.857,84.681,38.462,,85.496,56.767,28.27,0.3,,,,94.716,12.6,,,2.926,7.66,,4.844,,,,,29.1,30.999,,0,0.031,,,,,,28.7,1.053,,30.1,18.526,81.648,,,0.144,2.948,,,,,,,0.399,,,,19.611,,9.61,0,0,,45.578,,0.846,0.143,,4.1,23.824,,,60.4,41,9.22,0,29.11,,,10.833,,66.969,0,,,51.042
TGO,Togo,Sub-Saharan Africa,8478242,44.36,69.28,,20.4,23.8,5.7,8.4,2.097,1.146,0.851,,2.475,396,24.5,64.4,36,0.45,23.85,250,28.65,64.27,79,69.4,69,44,4,,,,99.426,98.783,51.883,87.891,,,,,39.6,52.239,93.733,18.681,,68.584,18.603,3.39,0,430.626,,,52.441,9.3,4.935,83.149,-3.607,6.808,45.289,3.894,0.538,0.028,,,24,41.104,2.232,0,0.027,0.267,,,,,43.1,2.179,,53.3,41.082,41.827,29,,0.426,0.917,0.436,0.241,6.637,0.68,0.006,,0.265,0.083,0,,,21.44,,11.18,0.006,0.014,79.454,,0.858,0.514,0.023,,62.72,,,82.9,30,38.5,0,29.59,0.555,,5.833,,14.762,0,,,60.88
TON,Tonga,Oceania,106759,0.11,5,,,2.2,1.1,48.2,,,1.038,,,52,5,11.4,10,,24.8,73,32.95,72.57,30,95.5,99,56,,,,,94.586,99.368,76.433,99.441,,,,,49.9,100.893,67.643,7.407,,98.731,92.893,,0.275,,,,98.4,76.4,3.778,,-4.078,,,3.765,,,,,41.249,59.433,,0,0.284,,,,,,37.6,1.632,,,10.117,99.75,,,0.46,3.346,,,,,,,1.36,,0,,19.168,67.25,0.65,0,0.057,,26.074,,0.723,,,2.87,7.386,,,97.7,,26.1,0,24.59,,,10.852,,,0,,,
TTO,Trinidad and Tobago,LAC,1403374,0.31,1.37,,6.7,9.2,6.4,18.6,2.315,1.987,1.298,,0,67,10.6,16.6,18,0.07,17.14,39,9.33,76.13,32,100,93,73,6.2,,,,91.808,98.78,80.937,99.6,,,,,58.2,101.835,68.494,26.19,,98.875,93.915,20.33,3.219,,,,100,100,4.434,0.078,-4.831,2.962,80.783,4.324,0.695,0.602,,,70.6,37.612,2.383,0,0.312,0.084,,,,,,,,1.9,22.905,,56,,1.501,15.73,,,5.388,4.742,,,25.373,,,,8.491,62.47,37.67,9.677,29.222,0.099,32.003,0,0.803,0.103,0.589,38.57,59.74,,4.131,96.5,41,0.76,0,21.55,0.594,,6.789,,,0,,,42.05
TUN,Tunisia,MENA,11935764,0.21,2.82,,3,8.4,2.1,26.9,2.21,1.429,0.992,,,43,11.8,16.6,36,0.03,15.73,56,16.49,77.04,7,99.5,92,70,4.5,,,,42.092,99.207,77.384,96.209,,,,,62.7,81.25,37.877,24.885,,97.543,97.434,96,43.04,1292.044,,,100,99.8,1.12,10.89,-5.648,2.177,36.907,16.209,0.505,0.264,,,71.9,77.791,2.098,21.983,0.705,0.601,,,,,32.8,1.274,,8,40.26,99.241,38,,0.669,6.429,4.36,0.909,8.868,2.011,2.208,,2.38,0.318,321.308,,39.576,49.19,22.34,18.772,9.553,0.127,39.5,43.396,0.971,0.2,0.318,4.76,51.578,,4.451,99.9,44,2.255,0,29.53,0.578,,11.301,,29.876,0,,,64.068
TUR,Turkey,OECD,85042736,0.01,0.57,14.4,2.5,6,1.7,32.1,2.253,3.164,0.615,,4.579,17,5,9.5,15,1,15.63,47,6.68,78.62,19.2,98,95,79,4.4,8.6,10.5,28,75.905,95.218,88.789,99.907,35.325,462.667,10.992,25.152,60.1,81.111,45.247,17.317,9.981,97.014,99.225,45.38,30.401,974.309,,78.428,100,95.1,1.257,15.932,-3.863,6.498,68.59,13.986,0.44,0.199,47.5,28.766,77.67,74.803,3.21,40.45,0.638,0.96,4.876,0.956,,34.686,41.9,1.84,11.1,7,45.212,98.259,52,,1.162,10.2,15.102,1.663,14.505,2.901,0.17,1.008,4.657,0.609,1.039,23.61,3.846,50.5,57.496,25.548,5.489,0.012,2.327,4.167,0.881,0.024,0.675,2.4,15.91,,4.606,98.4,38,,0.249,49.79,0.555,349.451,7.679,,30.382,0,59.5,5.031,84.638
TKM,Turkmenistan,E. Europe & C. Asia,6117933,0.56,8.75,,4.1,7.2,4.1,18.6,2.327,1.069,0.735,,,7,23.5,41.8,47,1,27.7,79,13.47,69.75,22,100,98,73,5.5,,,,,,,99.8,,,,,79.6,,66.063,25,,100,99.411,143.56,9.8,1513.138,,,99.9,99.9,4.041,0.036,-0.832,11.22,40.576,5.051,,0.388,,,21.251,14.826,2.229,0,0.002,,,,,,,,,,19.916,77.426,71,,0.255,6.469,5.69,1.821,35.662,1.634,,,12.491,0.695,,,,,,,,0.008,14.041,12.748,0.978,0,0.182,4.22,10.874,,,99.9,19,0.281,0,80.03,,,4.302,,,0,,,23.471
